Case #1: 111
19 22 75444
19 26 111071
19 30 89686
20 2 163093
20 5 160561
20 7 268787
20 13 227500
20 15 206899
20 17 198247
20 21 87389
20 25 167827
20 28 278489
20 30 189572
21 2 75704
21 6 24475
21 8 93941
21 11 114994
21 15 192585
21 18 244450
21 22 87941
21 25 80438
21 28 191100
21 30 102183
22 2 163002
22 4 211465
22 8 181882
22 10 158455
22 13 52170
22 16 284962
22 18 271377
22 21 87941
22 24 169471
22 28 113928
23 1 259642
23 3 360196
23 6 255684
23 8 312151
23 10 387008
23 12 228015
23 14 267757
23 16 11158
23 18 369598
23 21 231209
23 24 267692
23 28 182192
24 1 170977
24 4 42124
24 6 167019
24 11 191090
24 13 221641
24 15 162109
24 19 155041
24 23 267692
24 26 133844
24 29 145323
25 1 52005
25 4 262405
25 6 55963
25 8 174379
25 10 221200
25 12 159313
25 15 156332
25 18 244605
25 21 80438
25 26 147140
25 28 149827
25 30 133671
26 3 257470
26 6 99093
26 11 143275
26 15 230227
26 19 111071
26 21 123568
26 24 133844
26 28 149555
27 1 131065
27 5 13251
27 7 154974
27 11 88570
27 13 124835
27 15 59589
27 17 212298
27 22 177005
27 25 123245
28 4 325393
28 7 162205
28 11 221576
28 13 166098
28 16 171034
28 18 290655
28 21 191100
28 23 182192
28 26 149555
28 30 215174
29 4 187317
29 7 184177
29 9 220565
29 12 198345
29 14 145258
29 17 108079
29 19 15276
29 21 2779
29 24 145323
29 28 193879
30 1 81666
30 3 236728
30 5 62508
30 9 253521
30 11 12811
30 13 49076
30 16 288321
30 18 280185
30 20 189572
30 23 299479
30 25 133671
30 28 215174
Case #190: 10
1 3 12
1 6 18
1 8 8
3 1 12
3 7 6
5 3 9
6 1 18
6 5 15
7 1 6
7 6 12
Case #191: 200
1 2 254451
1 10 275840
1 14 207041
1 17 121898
1 23 203415
1 27 179107
1 30 206452
2 3 107265
2 6 262230
2 12 169051
2 15 192176
2 22 233077
2 27 75344
3 2 107265
3 6 179805
3 14 17020
3 19 3819
3 21 104879
3 26 158128
3 30 207914
4 6 273540
4 8 163779
4 11 215766
4 14 76715
4 16 202470
4 23 140368
4 28 143742
4 30 267609
5 3 104656
5 6 247171
5 8 120573
5 9 193533
5 14 87636
6 3 179805
6 5 247171
6 8 201051
6 11 377362
6 17 177661
6 22 190994
6 29 133003
7 2 42194
7 4 79715
7 6 267648
7 25 95014
7 13 80290
7 30 270701
8 5 120573
8 7 168452
8 11 198863
8 13 164354
8 15 239174
8 17 60916
8 20 118317
8 23 131581
8 27 50914
9 4 55909
9 8 144646
9 16 214125
9 18 68499
9 23 169550
9 25 71208
9 28 124609
10 1 275840
10 21 109965
10 27 168124
10 28 137247
10 29 69697
10 30 265755
11 5 130191
11 8 198863
11 12 296633
11 18 223012
11 22 263415
11 26 221453
11 29 246376
12 2 169051
12 8 175293
12 11 296633
12 14 78806
12 20 159332
12 25 179751
13 2 38096
13 7 80290
13 10 281564
13 14 152332
13 18 124983
13 23 181270
13 26 186944
14 1 207041
14 4 76715
14 8 96487
14 13 152332
14 19 20839
14 23 63653
14 26 141108
15 4 219402
15 9 173788
15 16 215236
15 19 121848
15 22 261048
15 28 235885
15 30 280375
16 2 195737
16 4 202470
16 8 69479
16 13 233833
16 17 73030
16 22 195086
16 25 142917
16 27 120393
16 29 137527
17 1 121898
17 6 177661
17 9 150941
17 14 157403
17 20 121868
17 24 194309
17 27 57209
17 29 125194
18 1 202761
18 8 133885
18 25 97587
18 11 223012
18 30 224263
19 3 3819
19 7 108864
19 29 141328
19 14 20839
20 17 121868
20 6 246671
20 27 169231
20 30 113977
21 3 104879
21 7 176806
21 9 153000
21 11 286644
21 14 121899
21 22 197036
21 27 138695
21 30 223095
22 2 233077
22 21 197036
22 6 190994
22 24 295082
22 27 157733
22 15 261048
23 2 177889
23 8 131581
23 11 154174
23 14 63653
23 16 62102
23 19 84492
23 22 257188
23 27 182495
24 1 227643
24 5 149916
24 9 43617
24 26 203388
25 3 117965
25 7 95014
25 12 179751
25 14 134985
25 17 79733
25 22 180257
25 24 114825
25 28 53401
26 16 89325
26 8 44621
26 11 221453
26 29 112669
26 14 141108
27 1 179107
27 7 117538
27 9 93732
27 11 147949
27 17 57209
27 20 169231
27 22 157733
27 25 22524
27 29 98427
28 17 88086
28 4 143742
28 9 124609
28 27 30877
28 15 235885
29 3 145147
29 6 133003
29 9 192159
29 11 246376
29 16 137527
29 19 141328
29 25 120951
29 27 98427
30 1 206452
30 4 267609
30 10 265755
30 16 65139
30 18 224263
30 21 223095
30 26 154464
Case #192: 188
1 17 178579
1 18 251998
1 5 34896
1 6 230500
1 7 225950
1 15 98215
2 3 110023
2 8 107038
2 12 117781
2 14 103079
2 18 189172
2 23 82273
2 26 108766
2 28 128090
3 2 110023
3 5 137953
3 7 162196
3 10 136992
3 13 221078
3 16 194291
3 19 156400
3 26 181299
4 3 147730
4 9 122786
4 13 201188
4 16 65358
4 22 107937
4 26 230834
4 29 167816
5 2 27930
5 3 137953
5 20 165782
5 25 147616
5 27 148947
5 14 119811
6 19 50519
6 4 2031
6 23 134429
6 25 188003
6 12 146511
6 13 199157
7 19 139761
7 5 191054
7 24 169241
7 26 271890
7 29 173418
8 2 107038
8 7 111946
8 14 198919
8 20 86674
8 22 166731
8 25 179599
8 29 285364
9 19 142464
9 6 124817
9 25 140668
9 11 71345
9 14 128388
10 3 136992
10 21 120029
10 24 118881
10 25 118477
10 27 182169
11 16 204647
11 4 158086
11 9 71345
11 10 126636
11 28 28423
11 13 210722
12 2 117781
12 20 195666
12 24 85284
12 26 189057
12 27 168020
12 13 117683
13 2 222679
13 4 201188
13 10 194668
13 12 117683
13 17 267654
13 22 168929
13 24 190182
13 26 293955
14 1 154707
14 4 191859
14 7 234039
14 9 128388
14 15 67690
14 17 148054
14 19 149456
14 21 198500
14 28 160391
15 1 98215
15 3 74634
15 23 46884
15 25 201366
15 12 82392
16 3 194291
16 11 204647
16 17 242258
16 20 134845
16 23 154760
16 26 277348
16 28 231066
17 10 196353
17 14 148054
17 16 242258
17 21 211174
17 23 127248
17 27 109284
18 17 200429
18 2 189172
18 3 152462
18 21 29005
18 22 84408
18 27 91145
19 1 179981
19 3 156400
19 6 50519
19 8 224193
19 11 146044
19 14 149456
19 16 113846
19 20 165033
19 23 128650
19 25 238522
20 16 134845
20 5 165782
20 24 194513
20 10 184040
20 12 195666
21 17 211174
21 6 50524
21 8 150685
21 29 134679
22 1 173622
22 8 166731
22 13 168929
22 17 155771
22 19 156425
22 24 78299
22 27 161035
23 16 154760
23 1 145099
23 19 128650
23 6 134429
23 13 140406
23 15 46884
24 7 169241
24 10 118881
24 13 190182
24 19 84658
24 22 78299
24 26 109557
25 2 175546
25 6 188003
25 9 140668
25 11 212013
25 15 201366
25 19 238522
25 24 204258
25 29 130368
26 3 181299
26 5 80836
26 8 159944
26 12 189057
26 16 277348
26 18 254363
26 23 153549
26 28 185935
27 4 114674
27 6 112643
27 12 168020
27 14 153318
27 16 132974
27 18 91145
27 25 245370
28 2 128090
28 5 143093
28 6 167739
28 24 89834
28 11 28423
28 14 160391
29 2 300878
29 4 167816
29 7 173418
29 8 285364
29 9 222136
Case #193: 7
1 3 223894
2 3 402713
3 1 223894
3 4 155990
4 1 379884
4 6 553976
6 3 397986
Case #194: 163
1 32 139249
1 35 251699
1 23 30798
1 9 279826
1 10 386225
1 13 326621
2 32 189415
2 37 341913
2 6 393248
2 10 436391
2 14 158694
2 23 19368
2 31 147477
3 5 380532
3 29 292532
3 31 317448
4 1 242431
4 5 154669
4 7 574480
4 9 467694
4 27 309976
5 2 447266
5 4 154669
5 36 472163
5 25 333556
5 30 419512
6 2 393248
6 21 455919
6 38 234829
6 8 367660
6 29 218906
7 1 346548
7 4 574480
7 9 180984
7 10 572488
7 13 452413
8 33 199710
8 18 316117
8 6 367660
9 20 453792
9 37 441993
9 10 421248
9 11 296483
10 1 386225
10 35 285250
10 22 531137
10 24 478593
10 29 209888
10 14 396064
11 36 282316
11 9 296483
11 12 199392
11 13 156589
12 22 272238
12 9 277591
12 29 205697
13 17 276932
13 19 435767
13 7 452413
13 11 156589
13 31 325966
14 34 18270
14 18 344133
14 4 412555
14 23 139326
14 11 340156
14 31 267435
15 19 332421
15 24 359282
15 27 346070
15 29 135530
16 33 210911
16 19 41327
16 38 324806
17 1 49689
17 4 194154
17 6 293393
17 13 276932
17 15 170750
18 33 116407
18 7 410779
18 28 145789
18 14 344133
19 35 363681
19 37 403729
19 26 317694
19 15 332421
20 5 340803
20 9 453792
20 14 293387
21 6 455919
21 31 270455
22 32 284161
22 5 517205
22 26 350624
22 27 306474
22 31 242223
23 1 30798
23 36 81486
23 6 373880
23 12 158124
24 17 210465
24 10 478593
24 30 163300
25 32 75705
25 34 215398
25 22 208456
25 11 135610
25 15 186017
26 1 205712
26 35 358033
26 37 398081
26 23 236510
27 1 223158
27 4 309976
27 37 514905
27 25 286702
27 15 346070
28 18 145789
28 37 242764
28 38 143277
28 15 171456
29 20 242432
29 6 218906
29 10 209888
29 12 205697
29 15 135530
30 32 457704
30 35 229508
30 5 419512
30 29 304870
30 31 415766
31 2 147477
31 3 317448
31 22 242223
31 14 267435
31 15 219784
32 2 189415
32 22 284161
32 25 75705
32 28 90266
33 16 210911
33 34 209456
33 36 322125
34 33 209456
34 14 18270
35 33 173334
35 18 93797
35 20 317794
35 26 358033
35 30 229508
36 33 322125
36 5 472163
36 6 371276
36 11 282316
37 17 242058
37 19 403729
37 6 535451
37 26 398081
37 28 242764
38 16 324806
38 6 234829
38 28 143277
Case #195: Impossible
Case #196: 43
1 41 860141
3 35 706394
4 45 770240
6 43 996343
7 40 295744
8 27 702505
10 38 707967
10 31 609442
11 34 833689
13 22 684170
13 45 825796
15 16 54098
15 10 355936
16 11 597548
17 18 355864
17 24 681898
18 32 454945
18 23 969029
21 2 659699
22 41 330760
22 31 609281
23 18 969029
24 22 532522
25 17 913638
26 18 259860
27 33 451412
29 9 555783
31 22 609281
31 29 850480
32 7 556804
33 27 451412
34 23 441290
35 3 706394
35 25 318643
36 37 958675
37 36 958675
39 40 404278
40 7 295744
40 41 76668
41 22 330760
41 13 353410
42 24 540133
45 4 770240
Case #197: 46
1 3 524685
1 11 208183
1 15 443674
2 4 233914
2 23 339698
3 1 524685
3 12 326875
4 2 233914
4 20 328516
5 13 333641
6 15 395476
7 8 116930
7 12 393112
9 6 331078
9 15 571497
10 21 838792
10 25 395229
11 18 346338
11 14 469962
12 5 152407
12 7 393112
12 15 624887
14 20 357193
15 1 443674
15 19 860197
15 9 571497
16 3 472786
16 27 776130
17 26 715374
18 2 318315
18 22 518301
18 28 327163
19 15 860197
20 4 328516
20 14 357193
21 27 160477
22 18 518301
23 17 308902
23 9 312613
25 10 395229
26 1 481213
27 16 776130
27 21 160477
28 18 327163
28 27 913239
29 3 905782
Case #198: 56
1 18 543377
1 21 540047
1 13 645615
2 3 385178
2 8 292816
2 13 456073
3 4 179591
3 6 151943
3 14 419581
4 1 522353
4 3 179591
5 18 32821
5 6 193414
5 12 114198
6 3 151943
6 5 193414
7 8 60789
7 13 224046
8 18 165366
8 22 99653
9 16 175975
9 21 48487
9 14 222950
10 16 316590
10 2 488135
10 23 174240
10 14 300196
11 6 220583
11 12 236140
12 4 232968
12 23 329996
12 15 86586
13 17 182287
13 2 456073
14 17 337927
14 22 204530
14 10 300196
15 5 128344
15 9 50366
16 2 229773
16 10 316590
16 13 378992
17 21 204474
17 13 182287
18 1 543377
18 8 165366
19 4 163679
20 23 551825
20 10 377585
21 17 204474
21 6 163923
22 17 160873
22 3 261457
22 9 20556
22 14 204530
23 10 174240
Case #199: 7
1 3 36741
1 9 231416
2 7 709117
3 1 36741
5 2 566385
7 8 445147
9 1 231416
Case #200: Impossible
Case #201: 129
1 17 112517
1 5 279491
1 8 107941
1 26 110177
2 16 341638
2 17 329238
2 3 152603
2 23 340516
3 1 210661
3 21 242726
3 8 224371
3 27 200865
3 28 225774
4 12 284726
5 32 283093
5 33 332220
5 2 221433
5 24 566767
6 8 176902
6 27 219628
6 30 212424
7 1 62137
7 34 189689
7 4 95710
7 8 45804
7 29 287816
8 16 86315
8 19 205790
8 6 176902
8 29 294510
9 1 110972
9 19 198804
9 21 235169
9 26 82989
9 11 193831
10 17 254147
10 5 191085
10 9 255692
10 31 333641
11 9 193831
12 34 355320
12 4 284726
12 13 172485
12 30 285688
13 18 78070
13 12 172485
14 19 150318
15 33 289443
15 6 471876
15 28 293571
16 18 166710
16 8 86315
16 26 88551
17 2 329238
17 7 127818
17 25 139904
17 10 254147
17 31 359302
18 32 190614
18 34 260905
18 24 552967
18 9 159748
18 28 173406
18 30 191273
19 22 198790
19 8 205790
19 26 208026
19 28 207193
20 32 189283
20 33 317089
20 21 209941
20 27 181102
21 3 242726
21 22 227968
21 9 235169
21 30 92289
22 19 198790
22 23 202497
22 27 127334
22 30 239973
23 17 200966
23 3 187913
23 22 202497
23 24 479990
23 29 256977
24 18 552967
24 23 479990
24 25 534668
24 29 694399
24 31 537979
25 18 18299
25 28 189043
26 17 81444
26 19 208026
26 23 211733
26 10 270183
26 28 833
27 19 221489
27 21 209394
27 6 219628
27 26 75054
27 13 223905
28 33 376715
28 19 207193
28 22 86011
28 26 833
28 15 293571
29 34 407363
29 23 256977
29 8 294510
29 9 242995
29 13 190047
30 18 191273
30 21 92289
30 22 239973
30 12 285688
31 7 295213
31 24 537979
31 14 336662
32 20 189283
32 5 283093
32 23 228108
33 16 292411
33 34 344331
33 5 332220
33 15 289443
34 18 260905
34 7 189689
34 12 355320
Case #202: 69
1 17 170244
1 3 150895
1 8 59042
1 11 88912
1 15 1364
2 17 257450
2 3 258218
2 7 157108
2 9 314243
2 11 176118
2 15 105959
3 1 150895
3 18 421743
3 9 216934
4 5 500187
4 8 249519
4 15 189113
5 17 426231
5 2 417033
5 6 422466
6 16 258388
6 7 162541
6 15 111392
7 17 210537
7 3 180116
7 6 162541
7 9 204116
7 13 89872
8 1 59042
8 2 166365
8 4 249519
8 10 148223
9 17 328862
9 3 216934
9 10 120467
9 12 266081
10 16 186511
10 17 208395
10 8 148223
11 17 81332
11 2 176118
11 12 67240
11 15 87548
12 17 148572
12 6 224506
12 9 266081
13 1 95404
13 18 319053
13 7 89872
13 14 69889
14 9 184133
15 16 146996
15 17 168880
15 4 189113
15 7 51149
16 2 235566
16 6 258388
16 9 306978
16 12 126688
17 1 170244
17 18 498711
17 7 210537
17 9 328862
17 11 81332
17 15 168880
18 17 498711
18 3 421743
18 5 72480
18 13 319053
Case #203: Impossible
Case #204: 84
1 17 353712
1 20 223667
1 9 231133
2 16 334165
2 3 263907
2 6 345156
2 9 236642
2 14 451887
3 4 33363
3 21 38633
3 23 321150
3 12 81592
4 3 33363
4 23 287787
4 11 232205
4 14 315672
5 16 203116
5 7 167868
5 8 170531
5 14 168725
6 2 345156
6 8 188509
7 18 112152
7 20 141800
7 5 167868
7 10 239997
8 17 170386
8 3 32194
8 6 188509
8 13 227531
9 16 316675
9 17 255633
9 19 273091
9 6 108514
9 23 295034
10 16 139550
10 21 249099
10 11 11624
11 16 127926
11 4 232205
12 17 219784
12 3 81592
12 20 89739
12 9 126399
13 17 264206
13 5 263361
13 10 193366
14 17 358842
14 3 349035
14 20 365340
14 21 328606
15 16 436065
15 4 160702
16 18 300951
16 19 235516
16 5 203116
16 9 316675
16 11 127926
17 1 353712
17 8 170386
17 12 219784
17 14 358842
18 17 220813
18 19 257374
18 23 282125
19 16 235516
19 18 257374
19 20 265521
19 22 294599
19 11 107590
20 16 309209
20 3 171331
20 4 145632
20 22 96594
20 10 277675
20 14 365340
21 7 9102
21 10 249099
22 19 294599
22 8 241057
23 1 231149
23 3 321150
23 5 196610
23 7 291619
Case #205: 7
1 4 555453
1 6 337297
3 2 492811
4 1 555453
5 1 581158
6 1 337297
6 4 588549
Case #206: Impossible
Case #207: 22
1 17 826710
1 12 340325
2 5 421669
3 17 870895
3 15 510370
5 2 421669
5 13 587777
8 14 625072
9 16 447178
9 3 171619
9 15 681989
10 11 848678
11 10 848678
12 5 354712
13 16 763427
14 16 593992
14 8 625072
15 3 510370
15 9 681989
16 9 447178
16 14 593992
17 2 764339
Case #208: 47
1 2 232774
1 7 407021
1 14 83987
2 1 232774
2 9 235538
2 11 169911
3 4 23500
3 9 208438
3 11 124645
3 15 199766
4 3 23500
4 8 139459
4 10 385550
5 2 411702
5 4 417446
5 8 342562
5 14 255546
6 5 424403
6 8 132502
6 13 269507
7 1 407021
7 8 300593
7 11 309279
7 14 323034
8 5 342562
8 7 300593
8 11 216092
9 2 235538
9 4 184938
9 12 260539
10 2 379806
10 4 385550
10 8 425987
11 2 169911
11 5 269301
11 8 216092
11 15 75121
12 10 243742
13 3 286050
13 7 423684
14 1 83987
14 4 161900
14 6 168857
14 12 20092
15 1 145353
15 5 316912
15 11 75121
Case #209: Impossible
Case #210: 67
1 18 362928
1 27 199335
2 33 374684
2 22 59521
3 27 357390
4 17 281412
4 34 364023
4 24 631249
5 1 257202
5 36 524983
6 23 526728
6 29 841204
7 20 826742
7 29 485059
8 20 569102
9 33 305699
9 39 545805
9 11 382069
11 32 524508
11 14 426031
12 1 202440
12 25 398459
13 19 296961
13 9 197345
14 4 309543
14 12 18102
16 12 673158
17 4 281412
17 23 29941
17 24 349837
18 1 362928
18 30 873641
19 25 545423
20 34 738476
20 8 569102
21 18 675489
22 2 59521
22 40 384705
23 4 311353
24 17 349837
25 19 545423
25 12 398459
26 17 496594
26 7 837713
26 9 700717
27 3 357390
27 41 168032
28 37 740031
29 33 672579
29 6 841204
29 25 994812
31 3 78354
32 7 473228
32 11 524508
33 17 340475
33 4 309473
33 29 672579
34 20 738476
35 8 229097
36 17 353149
36 37 557605
36 29 587492
37 28 740031
39 17 580581
39 9 545805
40 22 384705
40 26 86577
Case #211: 50
2 23 846255
2 31 914111
3 37 663740
5 29 765611
6 46 420043
9 2 751087
10 7 956554
11 17 460427
12 35 665431
13 42 636870
16 48 254229
16 43 16108
17 11 460427
19 3 145551
20 37 279779
21 40 935488
22 37 77036
23 26 614899
24 48 837829
25 50 948844
25 46 762105
27 49 967262
28 35 947691
29 5 765611
29 27 702328
29 30 575038
30 25 675818
30 29 575038
31 4 823559
32 24 624983
33 36 736496
34 33 977479
35 12 665431
36 33 736496
36 13 613831
37 34 789341
37 20 279779
38 20 528192
39 6 333109
41 43 675489
42 19 770087
43 16 16108
43 29 526616
45 36 658208
45 28 728821
46 6 420043
46 31 462843
48 24 837829
49 16 943941
50 25 948844
Case #212: 4
1 2 746019
2 1 746019
5 3 43575
6 1 323454
Case #213: Impossible
Case #214: 42
1 2 497239
1 8 663727
1 13 532568
2 6 389451
2 11 61106
2 14 431020
3 4 384920
3 7 679082
3 10 287699
4 11 164416
4 13 404500
5 7 513055
5 11 269815
5 13 124058
6 2 389451
6 5 78665
6 12 331630
7 3 679082
7 9 401588
8 1 663727
8 11 314359
8 14 522074
9 7 401588
9 11 459791
9 14 567876
10 3 287699
10 9 478232
11 2 61106
11 5 269815
11 9 459791
11 14 411069
12 5 315968
12 7 412425
12 13 286237
13 1 532568
13 4 404500
13 9 288535
13 12 286237
14 2 431020
14 6 233948
14 9 567876
14 12 457222
Case #215: Impossible
Case #216: 904
1 2 61318
1 4 68029
1 6 32253
1 8 50140
1 10 74248
1 12 118142
1 14 47788
1 16 36031
1 18 86843
1 20 29533
1 24 52715
1 26 138624
1 28 2938
1 30 72342
1 33 50524
1 35 30610
1 37 112575
1 39 96548
1 41 110267
1 43 75970
1 45 51910
2 3 89356
2 5 202900
2 7 139968
2 10 71060
2 12 124273
2 15 104799
2 17 29149
2 19 95063
2 21 22011
2 23 66030
2 25 65256
2 28 63138
2 31 53377
2 34 69277
2 36 67525
2 38 60759
2 40 59788
2 43 136170
2 45 48722
3 2 89356
3 5 119962
3 7 157378
3 9 103875
3 12 154271
3 14 75826
3 16 64069
3 18 127064
3 20 100056
3 22 172365
3 24 84922
3 26 147407
3 28 94364
3 31 74268
3 34 99275
3 36 98751
3 38 91985
3 40 91014
3 43 167396
3 45 79948
4 2 50887
4 5 209611
4 7 143659
4 9 95006
4 11 104850
4 13 17145
4 16 83730
4 18 146725
4 20 97562
4 22 192026
4 24 104583
4 26 128193
4 28 70967
4 30 129360
4 32 95646
4 34 99606
4 36 75354
4 39 97681
4 41 117076
4 43 143999
4 45 99609
5 2 202900
5 4 209611
5 7 263075
5 9 183316
5 12 223846
5 14 189370
5 17 187873
5 19 194636
5 22 250667
5 24 178816
5 26 267369
5 28 144520
5 30 198443
5 32 189529
5 34 178716
5 36 148907
5 38 142141
5 40 204558
5 42 237371
5 44 253706
6 1 32253
6 3 60291
6 5 173835
6 8 27206
6 11 24898
6 14 15535
6 16 3778
6 18 66773
6 20 60668
6 22 112074
6 24 24631
6 26 106371
6 28 34073
6 30 49408
6 32 15694
6 34 40212
6 36 38460
6 38 31694
6 40 30723
6 42 63536
6 44 109995
7 1 121493
7 3 157378
7 5 263075
7 8 154967
7 11 159435
7 13 160804
7 16 138315
7 18 67764
7 20 149908
7 22 216320
7 24 153445
7 27 140187
7 29 206071
7 31 155910
7 33 152808
7 36 114168
7 38 120934
7 41 185897
7 43 45523
7 45 114880
8 3 86269
8 5 176241
8 7 154967
8 10 69201
8 13 124303
8 16 23428
8 18 87203
8 20 78555
8 22 94823
8 24 2575
8 26 100723
8 28 47202
8 30 22202
8 32 42900
8 34 13006
8 36 45805
8 38 49581
8 40 57929
8 43 114450
8 45 46863
9 2 73877
9 4 95006
9 6 44812
9 10 86807
9 12 85608
9 14 60347
9 16 41034
9 18 69597
9 20 70149
9 22 112429
9 24 20181
9 27 55002
9 29 155660
9 31 69124
9 33 61855
9 35 72344
9 37 89023
9 39 107879
9 41 133464
9 43 106044
9 45 64469
10 2 71060
10 4 121947
10 8 69201
10 11 66893
10 13 139092
10 15 105415
10 18 77698
10 20 102663
10 22 134480
10 24 66626
10 26 148366
10 29 121773
10 32 26619
10 35 104858
10 37 122035
10 39 106290
10 41 131875
10 44 140225
11 1 57151
11 4 104850
11 6 24898
11 8 37622
11 10 66893
11 13 121995
11 16 28676
11 18 91671
11 21 75974
11 24 40197
11 26 124082
11 28 58971
11 30 59824
11 32 40592
11 34 50628
11 36 63358
11 38 56592
11 40 55621
11 44 98351
12 1 118142
12 3 154271
12 5 223846
12 7 189499
12 10 107659
12 13 192305
12 15 160154
12 17 153422
12 20 146557
12 22 26821
12 24 70577
12 27 140610
12 29 176512
12 31 119520
12 33 112251
12 35 148752
12 38 117583
12 40 66011
12 42 129200
12 44 194964
13 1 85174
13 3 118830
13 5 226756
13 8 124303
13 10 139092
13 12 192305
13 16 100875
13 18 158716
13 22 209171
13 24 121728
13 26 145338
13 28 88112
13 30 134343
13 32 112791
13 35 54564
13 37 177419
13 39 114826
13 42 67721
13 44 108465
14 1 47788
14 5 189370
14 7 119002
14 10 26460
14 12 81199
14 17 73749
14 19 51989
14 21 66611
14 23 52500
14 25 20656
14 27 92015
14 29 95313
14 31 39847
14 33 33806
14 35 78398
14 37 95575
14 39 79830
14 41 105415
14 43 106041
14 45 4122
15 2 104799
15 4 53912
15 6 94490
15 9 139302
15 12 160154
15 14 78955
15 17 75650
15 19 130944
15 21 126810
15 23 127771
15 26 182105
15 28 124879
15 30 141112
15 32 79114
15 34 134702
15 36 129266
15 38 122500
15 40 94143
15 42 30954
15 44 96718
16 1 36031
16 3 64069
16 6 3778
16 8 23428
16 10 45773
16 12 91430
16 15 98268
16 18 70551
16 20 64446
16 22 115852
16 24 20853
16 27 80258
16 29 114626
16 31 28090
16 33 22049
16 36 42238
16 39 68073
16 41 93658
16 43 110883
16 45 23435
17 2 29149
17 4 21738
17 6 58214
17 8 85420
17 11 83112
17 13 38883
17 15 75650
17 18 124987
17 20 75824
17 22 170288
17 24 82845
17 26 106455
17 28 49229
17 30 107622
17 32 73908
17 35 15681
17 37 138536
17 39 75943
17 42 106604
17 45 77871
18 2 95838
18 4 146725
18 6 66773
18 8 87203
18 10 77698
18 13 158716
18 15 121949
